record_id,match_id,player_name,role,nationality,team_id,team_city,coach,opponent_team_id,stadium_id,stadium_name,stadium_location,stadium_capacity,format_id,match_date,runs_scored,balls_faced,wickets_taken,overs_bowled,catches_taken,age
149,273,Kagiso Rabada,Bowler,South Africa,4,Johannesburg,Rob Walter,3,15,"Newlands, Cape Town",Johannesburg,80837,2,2022-08-31,81,85,3,16.7,0,29
150,451,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,6,10,"Kensington Oval, Bridgetown",Kingston,65113,3,2023-05-27,145,83,0,14.9,5,36
151,259,Tamim Iqbal,Batsman,Bangladesh,9,Dhaka,Chandika Hathurusingha,8,27,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,84236,2,2020-04-08,96,53,2,11.4,3,35
152,140,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,6,22,"Kabul International Cricket Stadium, Kabul",Kabul,68612,3,2023-08-23,126,8,1,16.5,2,23
153,269,Pat Cummins,Bowler,Australia,2,Sydney,Andrew McDonald,3,5,"Melbourne Cricket Ground, Melbourne",Sydney,58110,1,2022-08-24,38,21,3,8.7,5,31
154,294,Shakib Al Hasan,All-rounder,Bangladesh,9,Dhaka,Chandika Hathurusingha,1,5,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,36520,1,2024-12-26,150,12,1,6.1,0,37
155,195,Trent Boult,Bowler,New Zealand,6,Auckland,Gary Stead,1,26,"Eden Park, Auckland",Auckland,85822,1,2021-10-18,28,100,1,16.2,4,34
156,5,Tamim Iqbal,Batsman,Bangladesh,9,Dhaka,Chandika Hathurusingha,1,2,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,72054,3,2020-10-27,90,18,1,7.7,3,35
157,464,Angelo Mathews,All-rounder,Sri Lanka,8,Colombo,Chris Silverwood,3,27,"R. Premadasa Stadium, Colombo",Colombo,70042,2,2022-01-25,32,97,5,13.4,5,36
158,399,MS Dhoni,Wicketkeeper,India,1,Mumbai,Rahul Dravid,5,29,"Wankhede Stadium, Mumbai",Mumbai,32372,1,2022-09-08,55,31,2,18.0,4,42
159,387,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,6,2,"R. Premadasa Stadium, Colombo",Colombo,56050,2,2021-07-10,55,52,0,1.7,2,46
160,343,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,1,2,"Kabul International Cricket Stadium, Kabul",Kabul,82985,3,2022-01-21,84,70,4,9.9,0,23
161,288,Rashid Khan,Bowler,Afghanistan,10,Kabul,Jonathan Trott,4,15,"Kabul International Cricket Stadium, Kabul",Kabul,80131,3,2021-04-03,48,18,0,4.9,3,25
162,343,Pat Cummins,Bowler,Australia,2,Sydney,Andrew McDonald,6,19,"Melbourne Cricket Ground, Melbourne",Sydney,39088,3,2021-07-03,104,63,2,1.4,2,31
163,168,Pat Cummins,Bowler,Australia,2,Sydney,Andrew McDonald,8,29,"Melbourne Cricket Ground, Melbourne",Sydney,88786,2,2023-05-12,85,81,1,6.9,3,31
164,307,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,4,19,"R. Premadasa Stadium, Colombo",Colombo,50446,2,2022-03-26,63,62,4,7.7,0,46
165,364,Niroshan Dickwella,Wicketkeeper,Sri Lanka,8,Colombo,Chris Silverwood,6,7,"R. Premadasa Stadium, Colombo",Colombo,80591,2,2023-10-01,124,80,5,16.8,1,30
166,123,Lasith Malinga,Bowler,Sri Lanka,8,Colombo,Chris Silverwood,7,23,"R. Premadasa Stadium, Colombo",Colombo,65108,1,2022-07-17,37,36,1,2.6,5,40
167,8,Jofra Archer,Bowler,England,3,London,Brendon McCullum,9,19,"Lord's Cricket Ground, London",London,57652,1,2024-08-02,36,80,4,18.0,2,29
168,168,Angelo Mathews,All-rounder,Sri Lanka,8,Colombo,Chris Silverwood,3,14,"R. Premadasa Stadium, Colombo",Colombo,61356,1,2020-03-27,126,95,5,18.9,4,36
169,197,Shakib Al Hasan,All-rounder,Bangladesh,9,Dhaka,Chandika Hathurusingha,7,25,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,51940,1,2021-07-02,144,6,4,11.9,1,37
170,444,Daryl Mitchell,All-rounder,New Zealand,6,Auckland,Gary Stead,8,2,"Eden Park, Auckland",Auckland,32249,2,2022-05-30,39,65,1,1.1,4,32
171,406,Lasith Malinga,Bowler,Sri Lanka,8,Colombo,Chris Silverwood,3,14,"R. Premadasa Stadium, Colombo",Colombo,73746,2,2025-02-27,8,3,3,19.7,4,40
172,7,Daryl Mitchell,All-rounder,New Zealand,6,Auckland,Gary Stead,1,29,"Eden Park, Auckland",Auckland,36444,3,2024-02-19,76,80,4,8.1,0,32
173,302,Rohit Sharma,Batsman,India,1,Mumbai,Rahul Dravid,4,13,"Wankhede Stadium, Mumbai",Mumbai,32563,3,2022-12-03,82,34,1,7.2,5,36
174,472,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,4,21,"Wankhede Stadium, Mumbai",Mumbai,37554,1,2021-08-31,47,40,4,4.0,1,30
175,319,Chris Gayle,Batsman,West Indies,7,Kingston,Daren Sammy,2,30,"Kensington Oval, Bridgetown",Kingston,27459,1,2023-07-16,12,38,2,10.6,1,44
176,213,Daryl Mitchell,All-rounder,New Zealand,6,Auckland,Gary Stead,4,11,"Eden Park, Auckland",Auckland,56470,1,2023-02-27,26,9,0,2.5,2,32
177,6,Kane Williamson,Batsman,New Zealand,6,Auckland,Gary Stead,5,9,"Eden Park, Auckland",Auckland,51690,3,2022-06-16,69,76,2,5.1,0,33
178,225,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,2,21,"Kabul International Cricket Stadium, Kabul",Kabul,47294,1,2024-06-10,36,20,2,7.7,0,23
179,327,Tamim Iqbal,Batsman,Bangladesh,9,Dhaka,Chandika Hathurusingha,5,4,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,79100,2,2022-05-26,6,50,2,5.8,0,35
180,22,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,4,25,"Kabul International Cricket Stadium, Kabul",Kabul,67173,1,2024-02-20,35,33,3,5.6,5,25
181,202,Tamim Iqbal,Batsman,Bangladesh,9,Dhaka,Chandika Hathurusingha,7,14,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,48041,3,2020-10-25,109,98,3,4.2,0,35
182,91,Shaheen Afridi,Bowler,Pakistan,5,Karachi,Grant Bradburn,8,28,"Gaddafi Stadium, Lahore",Karachi,33498,3,2022-01-25,43,96,2,14.2,5,24
183,5,Alex Carey,Wicketkeeper,Australia,2,Sydney,Andrew McDonald,3,8,"Melbourne Cricket Ground, Melbourne",Sydney,29289,3,2022-10-24,95,41,1,2.2,2,32
184,174,Andre Russell,All-rounder,West Indies,7,Kingston,Daren Sammy,10,20,"Kensington Oval, Bridgetown",Kingston,63481,3,2023-06-25,68,95,3,0.5,5,35
185,164,Jofra Archer,Bowler,England,3,London,Brendon McCullum,6,14,"Lord's Cricket Ground, London",London,89817,3,2020-06-09,27,18,3,18.9,3,29
186,189,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,4,1,"R. Premadasa Stadium, Colombo",Colombo,52089,1,2024-11-06,22,2,1,11.6,3,46
187,486,Devon Conway,Wicketkeeper,New Zealand,6,Auckland,Gary Stead,4,16,"Eden Park, Auckland",Auckland,46809,3,2020-01-31,90,84,3,3.8,2,32
188,249,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,3,3,"Kabul International Cricket Stadium, Kabul",Kabul,70581,2,2020-04-07,54,86,0,14.5,2,39
189,401,Jos Buttler,Wicketkeeper,England,3,London,Brendon McCullum,7,17,"Lord's Cricket Ground, London",London,82403,2,2020-04-27,68,4,5,11.6,5,33
190,42,Andre Russell,All-rounder,West Indies,7,Kingston,Daren Sammy,8,9,"Kensington Oval, Bridgetown",Kingston,80154,2,2020-10-15,62,9,2,2.6,3,35
191,471,Mushfiqur Rahim,Wicketkeeper,Bangladesh,9,Dhaka,Chandika Hathurusingha,1,15,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,31604,2,2020-03-15,18,74,2,13.5,3,36
192,42,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,2,2,"Wankhede Stadium, Mumbai",Mumbai,36182,3,2024-08-30,80,24,5,18.6,1,30
193,235,Shakib Al Hasan,All-rounder,Bangladesh,9,Dhaka,Chandika Hathurusingha,7,21,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,81506,3,2021-01-28,28,77,1,12.0,5,37
194,432,Steve Smith,Batsman,Australia,2,Sydney,Andrew McDonald,9,28,"Melbourne Cricket Ground, Melbourne",Sydney,69124,1,2021-11-06,31,17,1,12.3,1,34
195,141,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,9,9,"Lord's Cricket Ground, London",London,66617,1,2023-05-13,38,88,3,0.7,0,36
196,234,Rashid Khan,Bowler,Afghanistan,10,Kabul,Jonathan Trott,8,19,"Kabul International Cricket Stadium, Kabul",Kabul,42001,2,2023-11-30,81,46,4,2.3,1,25
197,96,Pat Cummins,Bowler,Australia,2,Sydney,Andrew McDonald,3,15,"Melbourne Cricket Ground, Melbourne",Sydney,47470,3,2023-12-10,114,74,1,0.3,0,31
198,401,Jofra Archer,Bowler,England,3,London,Brendon McCullum,1,23,"Lord's Cricket Ground, London",London,37215,3,2021-01-19,53,99,4,18.9,3,29
199,488,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,6,24,"Kensington Oval, Bridgetown",Kingston,27239,3,2023-07-04,115,21,3,18.0,1,36
200,403,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,3,30,"Gaddafi Stadium, Lahore",Karachi,51165,1,2022-07-25,55,54,5,11.1,4,32
201,105,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,7,27,"Lord's Cricket Ground, London",London,25683,3,2020-01-12,87,29,2,10.7,4,36
202,279,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,8,28,"Kabul International Cricket Stadium, Kabul",Kabul,58341,3,2023-09-05,128,0,1,2.2,0,39
203,150,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,9,20,"R. Premadasa Stadium, Colombo",Colombo,29614,3,2023-10-19,72,10,4,2.3,4,46
204,281,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,4,20,"Kabul International Cricket Stadium, Kabul",Kabul,39070,2,2021-07-30,98,19,1,16.0,1,25
205,140,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,1,3,"Gaddafi Stadium, Lahore",Karachi,53489,3,2022-12-15,146,25,3,1.8,0,25
206,105,Mushfiqur Rahim,Wicketkeeper,Bangladesh,9,Dhaka,Chandika Hathurusingha,4,24,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,86115,2,2023-10-20,73,17,4,4.8,5,36
207,346,Andre Russell,All-rounder,West Indies,7,Kingston,Daren Sammy,9,16,"Kensington Oval, Bridgetown",Kingston,80631,1,2024-06-12,118,69,2,17.0,4,35
208,146,Shakib Al Hasan,All-rounder,Bangladesh,9,Dhaka,Chandika Hathurusingha,8,25,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,80513,3,2022-05-02,124,32,5,19.8,0,37
209,220,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,9,18,"Kensington Oval, Bridgetown",Kingston,66319,2,2021-05-05,102,28,1,2.8,3,36
210,300,Mitchell Starc,Bowler,Australia,2,Sydney,Andrew McDonald,5,4,"Melbourne Cricket Ground, Melbourne",Sydney,70925,2,2022-06-22,70,59,1,16.8,0,34
211,180,Angelo Mathews,All-rounder,Sri Lanka,8,Colombo,Chris Silverwood,6,20,"R. Premadasa Stadium, Colombo",Colombo,74442,3,2021-03-15,2,63,4,9.1,3,36
212,64,Tamim Iqbal,Batsman,Bangladesh,9,Dhaka,Chandika Hathurusingha,7,16,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,69007,2,2023-06-17,102,45,5,11.1,5,35
213,267,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,3,2,"Kabul International Cricket Stadium, Kabul",Kabul,29413,2,2022-01-02,75,16,1,0.3,2,25
214,47,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,2,6,"Kabul International Cricket Stadium, Kabul",Kabul,25637,2,2024-11-28,59,30,1,5.1,5,23
215,411,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,2,13,"Kabul International Cricket Stadium, Kabul",Kabul,41307,1,2024-04-18,3,24,1,9.9,0,23
216,26,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,5,12,"R. Premadasa Stadium, Colombo",Colombo,40904,1,2024-07-24,143,94,5,17.4,4,46
217,38,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,8,1,"Kensington Oval, Bridgetown",Kingston,36035,1,2024-05-13,61,37,1,7.4,0,36
218,241,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,6,17,"Kensington Oval, Bridgetown",Kingston,49935,1,2020-01-30,17,19,4,7.5,5,36
219,265,Virat Kohli,Batsman,India,1,Mumbai,Rahul Dravid,8,4,"Wankhede Stadium, Mumbai",Mumbai,77496,3,2020-09-05,69,37,3,9.5,1,35
220,444,AB de Villiers,Batsman,South Africa,4,Johannesburg,Rob Walter,9,27,"Newlands, Cape Town",Johannesburg,78974,2,2021-03-21,76,96,5,2.0,5,40
221,370,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,4,2,"Kabul International Cricket Stadium, Kabul",Kabul,42181,1,2020-12-08,150,90,5,10.7,2,23
222,77,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,3,8,"Gaddafi Stadium, Lahore",Karachi,63436,3,2024-03-03,56,45,2,12.5,4,25
223,159,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,6,19,"Wankhede Stadium, Mumbai",Mumbai,71786,3,2023-10-12,4,90,3,4.4,0,30
224,24,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,1,4,"Gaddafi Stadium, Lahore",Karachi,29362,3,2023-02-15,118,63,5,15.7,0,32
225,230,Daryl Mitchell,All-rounder,New Zealand,6,Auckland,Gary Stead,3,11,"Eden Park, Auckland",Auckland,79894,2,2023-12-30,150,31,2,3.8,5,32
226,419,Mushfiqur Rahim,Wicketkeeper,Bangladesh,9,Dhaka,Chandika Hathurusingha,7,25,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,48131,3,2022-12-14,76,84,4,11.2,5,36
227,444,Jos Buttler,Wicketkeeper,England,3,London,Brendon McCullum,6,26,"Lord's Cricket Ground, London",London,74814,1,2023-06-12,36,26,4,17.1,4,33
228,145,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,10,18,"Gaddafi Stadium, Lahore",Karachi,44651,1,2020-11-06,113,89,5,9.7,3,25
229,315,Pat Cummins,Bowler,Australia,2,Sydney,Andrew McDonald,5,1,"Melbourne Cricket Ground, Melbourne",Sydney,28003,2,2024-10-11,59,93,2,17.5,0,31
230,149,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,4,20,"Wankhede Stadium, Mumbai",Mumbai,82599,3,2020-01-28,105,19,1,10.3,4,30
231,22,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,10,20,"R. Premadasa Stadium, Colombo",Colombo,43429,1,2020-03-13,108,15,4,7.6,3,46
232,102,Mushfiqur Rahim,Wicketkeeper,Bangladesh,9,Dhaka,Chandika Hathurusingha,8,19,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,37718,3,2024-03-09,51,46,2,7.5,5,36
233,227,MS Dhoni,Wicketkeeper,India,1,Mumbai,Rahul Dravid,10,19,"Wankhede Stadium, Mumbai",Mumbai,87682,3,2020-06-03,17,89,4,12.8,4,42
234,69,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,3,25,"Kensington Oval, Bridgetown",Kingston,87058,3,2020-08-01,136,2,4,13.7,2,28
235,93,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,7,26,"Gaddafi Stadium, Lahore",Karachi,31602,1,2022-05-08,60,55,4,13.3,1,32
236,2,Ravindra Jadeja,All-rounder,India,1,Mumbai,Rahul Dravid,4,26,"Wankhede Stadium, Mumbai",Mumbai,48189,2,2025-01-03,46,3,3,9.4,1,35
237,252,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,7,16,"Gaddafi Stadium, Lahore",Karachi,70561,3,2024-08-03,59,57,5,9.1,0,25
238,216,Mustafizur Rahman,Bowler,Bangladesh,9,Dhaka,Chandika Hathurusingha,10,9,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,50853,2,2023-07-08,42,7,0,3.9,0,28
239,207,Andre Russell,All-rounder,West Indies,7,Kingston,Daren Sammy,3,14,"Kensington Oval, Bridgetown",Kingston,66541,2,2023-04-07,36,18,4,1.7,0,35
240,186,Glenn Maxwell,All-rounder,Australia,2,Sydney,Andrew McDonald,10,9,"Melbourne Cricket Ground, Melbourne",Sydney,26795,2,2024-02-13,111,62,3,8.0,0,35
241,200,David Warner,Batsman,Australia,2,Sydney,Andrew McDonald,3,6,"Melbourne Cricket Ground, Melbourne",Sydney,56846,3,2022-12-25,48,0,4,5.0,4,37
242,7,Lasith Malinga,Bowler,Sri Lanka,8,Colombo,Chris Silverwood,7,29,"R. Premadasa Stadium, Colombo",Colombo,40094,1,2023-10-06,67,2,1,3.6,3,40
243,297,Virat Kohli,Batsman,India,1,Mumbai,Rahul Dravid,9,9,"Wankhede Stadium, Mumbai",Mumbai,34742,1,2020-08-07,109,11,3,19.6,5,35
244,368,Niroshan Dickwella,Wicketkeeper,Sri Lanka,8,Colombo,Chris Silverwood,6,22,"R. Premadasa Stadium, Colombo",Colombo,77883,3,2024-02-20,9,39,5,3.8,4,30
245,500,Devon Conway,Wicketkeeper,New Zealand,6,Auckland,Gary Stead,2,14,"Eden Park, Auckland",Auckland,29429,2,2020-08-17,125,71,3,6.4,1,32
246,235,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,10,22,"Lord's Cricket Ground, London",London,28139,1,2021-07-29,96,89,4,0.7,3,36
247,423,Trent Boult,Bowler,New Zealand,6,Auckland,Gary Stead,8,17,"Eden Park, Auckland",Auckland,27671,3,2023-09-26,48,44,5,13.4,3,34
248,142,Jos Buttler,Wicketkeeper,England,3,London,Brendon McCullum,9,14,"Lord's Cricket Ground, London",London,80645,1,2024-01-13,146,5,1,3.2,2,33
249,305,Angelo Mathews,All-rounder,Sri Lanka,8,Colombo,Chris Silverwood,3,7,"R. Premadasa Stadium, Colombo",Colombo,64697,2,2025-02-13,72,30,2,2.6,3,36
250,296,Mustafizur Rahman,Bowler,Bangladesh,9,Dhaka,Chandika Hathurusingha,2,5,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,74743,1,2023-09-08,37,6,2,5.2,4,28
251,466,Virat Kohli,Batsman,India,1,Mumbai,Rahul Dravid,5,27,"Wankhede Stadium, Mumbai",Mumbai,48487,2,2024-10-19,82,51,2,9.4,1,35
252,59,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,4,13,"Kabul International Cricket Stadium, Kabul",Kabul,70204,3,2023-05-28,34,89,2,1.1,2,25
253,193,Virat Kohli,Batsman,India,1,Mumbai,Rahul Dravid,8,2,"Wankhede Stadium, Mumbai",Mumbai,89489,2,2021-10-26,5,71,2,6.0,0,35
254,260,Ravindra Jadeja,All-rounder,India,1,Mumbai,Rahul Dravid,5,10,"Wankhede Stadium, Mumbai",Mumbai,54106,3,2024-11-21,49,42,5,0.0,2,35
255,224,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,6,9,"Kensington Oval, Bridgetown",Kingston,35845,2,2023-05-03,122,92,2,8.0,3,36
256,376,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,2,29,"Kensington Oval, Bridgetown",Kingston,49320,3,2022-05-17,109,16,3,5.9,3,36
257,13,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,2,12,"Gaddafi Stadium, Lahore",Karachi,61763,3,2021-12-01,86,42,2,9.1,2,25
258,367,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,3,24,"R. Premadasa Stadium, Colombo",Colombo,27364,1,2020-08-18,86,92,5,15.0,0,46
259,67,Jacques Kallis,All-rounder,South Africa,4,Johannesburg,Rob Walter,6,5,"Newlands, Cape Town",Johannesburg,28514,1,2024-07-14,137,91,2,18.5,5,48
260,396,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,1,28,"R. Premadasa Stadium, Colombo",Colombo,81334,2,2025-02-18,100,94,5,5.7,0,46
261,408,Chris Gayle,Batsman,West Indies,7,Kingston,Daren Sammy,3,16,"Kensington Oval, Bridgetown",Kingston,59987,3,2022-06-08,90,33,0,17.7,3,44
262,469,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,4,7,"Kabul International Cricket Stadium, Kabul",Kabul,70133,1,2022-04-04,72,60,5,12.2,1,23
263,74,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,5,28,"Kensington Oval, Bridgetown",Kingston,41371,2,2024-07-21,128,83,1,18.3,0,36
264,18,Glenn Maxwell,All-rounder,Australia,2,Sydney,Andrew McDonald,10,30,"Melbourne Cricket Ground, Melbourne",Sydney,32400,2,2021-12-06,110,19,1,5.3,2,35
265,264,Daryl Mitchell,All-rounder,New Zealand,6,Auckland,Gary Stead,3,17,"Eden Park, Auckland",Auckland,64390,3,2024-10-29,40,57,4,5.7,5,32
266,371,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,8,6,"Kabul International Cricket Stadium, Kabul",Kabul,65952,2,2022-02-14,60,11,2,11.0,0,25
267,270,Mustafizur Rahman,Bowler,Bangladesh,9,Dhaka,Chandika Hathurusingha,4,12,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,37513,1,2023-05-13,123,88,4,4.2,0,28
268,224,Lasith Malinga,Bowler,Sri Lanka,8,Colombo,Chris Silverwood,4,27,"R. Premadasa Stadium, Colombo",Colombo,35130,1,2023-10-01,76,71,0,0.0,4,40
269,304,Mushfiqur Rahim,Wicketkeeper,Bangladesh,9,Dhaka,Chandika Hathurusingha,1,15,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,32366,3,2020-06-07,129,16,5,4.7,2,36
270,64,Steve Smith,Batsman,Australia,2,Sydney,Andrew McDonald,9,4,"Melbourne Cricket Ground, Melbourne",Sydney,27044,3,2022-08-13,98,26,4,16.0,5,34
271,492,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,3,25,"Wankhede Stadium, Mumbai",Mumbai,49916,3,2023-05-31,126,25,1,1.8,2,30
272,380,Lasith Malinga,Bowler,Sri Lanka,8,Colombo,Chris Silverwood,6,9,"R. Premadasa Stadium, Colombo",Colombo,47015,1,2025-02-23,43,25,4,9.5,3,40
273,243,Jofra Archer,Bowler,England,3,London,Brendon McCullum,7,19,"Lord's Cricket Ground, London",London,62558,2,2022-09-20,50,93,5,9.7,0,29
274,168,Niroshan Dickwella,Wicketkeeper,Sri Lanka,8,Colombo,Chris Silverwood,7,2,"R. Premadasa Stadium, Colombo",Colombo,43489,3,2023-09-16,21,92,5,6.6,5,30
275,246,Shakib Al Hasan,All-rounder,Bangladesh,9,Dhaka,Chandika Hathurusingha,5,7,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,87139,2,2021-07-05,35,44,2,2.2,3,37
276,29,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,1,25,"Kensington Oval, Bridgetown",Kingston,53331,1,2022-12-25,81,100,1,1.1,1,36
277,173,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,7,17,"Lord's Cricket Ground, London",London,42320,1,2023-09-02,27,41,3,17.5,1,36
278,307,Daryl Mitchell,All-rounder,New Zealand,6,Auckland,Gary Stead,1,19,"Eden Park, Auckland",Auckland,75239,2,2022-09-17,28,17,4,12.2,0,32
279,154,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,9,11,"Kabul International Cricket Stadium, Kabul",Kabul,82336,1,2020-02-13,2,40,4,9.6,1,23
280,141,Alex Carey,Wicketkeeper,Australia,2,Sydney,Andrew McDonald,1,30,"Melbourne Cricket Ground, Melbourne",Sydney,73972,2,2024-11-25,26,1,0,14.0,1,32
281,138,Tamim Iqbal,Batsman,Bangladesh,9,Dhaka,Chandika Hathurusingha,1,19,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,48176,2,2022-01-24,54,32,3,18.3,4,35
282,132,Quinton de Kock,Wicketkeeper,South Africa,4,Johannesburg,Rob Walter,1,8,"Newlands, Cape Town",Johannesburg,80710,3,2021-05-28,37,54,0,11.1,2,31
283,419,Babar Azam,Batsman,Pakistan,5,Karachi,Grant Bradburn,8,27,"Gaddafi Stadium, Lahore",Karachi,68499,1,2024-10-21,20,15,1,17.7,4,29
284,450,Sachin Tendulkar,Batsman,India,1,Mumbai,Rahul Dravid,3,21,"Wankhede Stadium, Mumbai",Mumbai,41914,3,2024-07-06,119,7,5,9.0,0,50
285,448,Angelo Mathews,All-rounder,Sri Lanka,8,Colombo,Chris Silverwood,5,10,"R. Premadasa Stadium, Colombo",Colombo,40740,2,2020-07-11,100,81,4,2.8,0,36
286,395,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,5,19,"Kensington Oval, Bridgetown",Kingston,83831,3,2022-01-14,73,63,0,3.9,2,36
287,231,Sachin Tendulkar,Batsman,India,1,Mumbai,Rahul Dravid,2,28,"Wankhede Stadium, Mumbai",Mumbai,46794,1,2024-12-03,116,34,4,4.6,4,50
288,490,Glenn Maxwell,All-rounder,Australia,2,Sydney,Andrew McDonald,1,12,"Melbourne Cricket Ground, Melbourne",Sydney,47056,2,2022-01-04,86,42,2,19.2,5,35
289,52,Shaheen Afridi,Bowler,Pakistan,5,Karachi,Grant Bradburn,2,2,"Gaddafi Stadium, Lahore",Karachi,54363,1,2023-03-26,32,86,5,10.0,2,24
290,489,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,8,4,"Kensington Oval, Bridgetown",Kingston,80519,1,2020-12-18,69,59,5,15.1,5,28
291,237,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,3,19,"Kabul International Cricket Stadium, Kabul",Kabul,72555,3,2024-07-17,85,58,0,5.6,5,23
292,244,Andre Russell,All-rounder,West Indies,7,Kingston,Daren Sammy,10,18,"Kensington Oval, Bridgetown",Kingston,59354,2,2020-06-10,28,59,2,15.2,3,35
293,160,Devon Conway,Wicketkeeper,New Zealand,6,Auckland,Gary Stead,8,14,"Eden Park, Auckland",Auckland,68848,3,2023-11-13,47,22,5,8.2,2,32
294,428,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,2,28,"Kensington Oval, Bridgetown",Kingston,28699,1,2020-11-12,32,68,5,12.2,2,36
295,94,Tamim Iqbal,Batsman,Bangladesh,9,Dhaka,Chandika Hathurusingha,5,25,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,47752,3,2022-01-27,87,24,0,10.9,4,35
